Location,Total Land Area (acres),Number of Cows,Farm Size,Date,Product ID,Product Name,Brand,Quantity (liters/kg),Price per Unit,Shelf Life (days),Storage Condition,Quantity Sold (liters/kg),Customer Location,Sales Channel,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg),Total Value,Price per Unit (sold),Approx. Total Revenue(INR),Production Date,Expiration Date
Bangalore,549.2,89,Large,2023-07-23,8,Butter,Amul,395.64,92.83,9,Frozen,32,Delhi,Retail,281,94,195,36727.2612,91.03403342266488,2913.089069525276,2023-07-22,2023-07-31
Kolkata,712.94,25,Small,2021-04-09,7,Cheese,Nestle,795.44,82.1,10,Frozen,413,Kolkata,Retail,348,79,39,65305.624,78.15743205587682,32279.01943907713,2021-04-05,2021-04-15
Bangalore,905.25,113,Small,2023-01-11,9,Milk,Mother Dairy,699.17,78.73,56,Frozen,846,Kolkata,Retail,53,47,108,55045.6541,81.78326915844694,69188.64570804611,2023-01-08,2023-03-05
Chennai,802.58,112,Large,2019-03-28,2,Milk,Nestle,124.38,81.02,59,Cold,825,Delhi,Wholesale,383,46,158,10077.2676,77.71257778043567,64112.876668859426,2019-03-25,2019-05-23
Chennai,692.54,79,Large,2022-06-26,8,Milk,Amul,580.08,54.39,15,Ambient,551,Delhi,Online,130,27,106,31550.5512,52.63690008774942,29002.931948349928,2022-06-24,2022-07-09
Kolkata,695.65,75,Small,2023-01-03,8,Butter,Amul,224.33,13.73,55,Frozen,232,Chennai,Online,138,91,104,3080.0509,14.365406918622629,3332.77440512045,2023-01-01,2023-02-25
Mumbai,948.63,22,Large,2022-07-04,6,Paneer,Nestle,699.37,27.84,57,Ambient,289,Kolkata,Wholesale,214,42,119,19470.4608,27.84103918348813,8046.06032402807,2022-07-03,2022-08-29
Mumbai,331.03,117,Small,2022-07-24,3,Cheese,Mother Dairy,629.58,67.87,42,Ambient,59,Kolkata,Wholesale,24,51,54,42729.594600000004,70.40858865521832,4154.106730657881,2022-07-22,2022-09-02
Bangalore,51.06,56,Large,2023-12-19,2,Paneer,LocalFarm,974.4,45.65,59,Cold,666,Delhi,Retail,395,34,81,44481.36,47.4620564552047,31609.72959916633,2023-12-16,2024-02-13
Delhi,308.36,18,Medium,2020-03-13,8,Curd,LocalFarm,938.61,64.61,14,Cold,793,Chennai,Retail,64,87,81,60643.5921,67.77229307310357,53743.42840697113,2020-03-11,2020-03-25
Bangalore,257.0,72,Small,2020-05-30,6,Curd,Amul,58.9,59.65,19,Frozen,200,Bangalore,Retail,259,59,41,3513.3849999999998,56.9102838076074,11382.05676152148,2020-05-29,2020-06-17
Kolkata,678.74,43,Medium,2023-05-20,4,Milk,Mother Dairy,126.03,49.48,54,Ambient,758,Chennai,Wholesale,435,76,75,6235.9644,47.268244949607734,35829.32967180266,2023-05-18,2023-07-11
Kolkata,652.03,90,Large,2021-08-04,5,Paneer,LocalFarm,780.68,31.13,57,Cold,284,Chennai,Retail,382,66,166,24302.568399999996,30.167217843684963,8567.48986760653,2021-08-01,2021-09-27
Kolkata,613.79,100,Medium,2022-05-10,5,Butter,Mother Dairy,701.36,74.71,43,Ambient,125,Kolkata,Retail,448,29,74,52398.605599999995,75.87845170652508,9484.806463315635,2022-05-08,2022-06-20
Kolkata,65.43,38,Large,2023-05-18,9,Cheese,Nestle,810.9,91.81,59,Ambient,852,Delhi,Wholesale,197,75,65,74448.729,89.62460894015393,76360.16681701115,2023-05-17,2023-07-15
Kolkata,742.34,46,Medium,2023-08-06,9,Paneer,Amul,303.47,79.3,32,Frozen,506,Delhi,Online,417,71,166,24065.171000000002,79.26530617889293,40108.24492651982,2023-08-03,2023-09-04
Chennai,357.35,52,Medium,2021-01-25,8,Paneer,Nestle,856.86,20.8,7,Ambient,423,Delhi,Retail,474,82,126,17822.688000000002,21.395623529466704,9050.348752964415,2021-01-21,2021-01-28
Mumbai,681.8,95,Medium,2021-03-07,8,Cheese,Nestle,470.3,58.42,20,Cold,409,Chennai,Online,108,70,197,27474.926000000003,56.58439569948693,23143.017841090157,2021-03-05,2021-03-25
Kolkata,578.75,73,Small,2022-04-18,2,Paneer,Nestle,298.81,85.18,49,Frozen,627,Chennai,Retail,15,98,191,25452.635800000004,83.35616469518388,52264.31526388029,2022-04-17,2022-06-05
Delhi,375.59,33,Medium,2020-11-16,3,Paneer,Mother Dairy,60.08,63.19,21,Frozen,826,Mumbai,Retail,202,89,117,3796.4552,64.62773451836753,53382.508712171584,2020-11-14,2020-12-05
Delhi,177.85,80,Large,2019-11-21,8,Cheese,LocalFarm,877.8,49.56,40,Frozen,142,Bangalore,Retail,141,28,82,43503.768,47.12009118210373,6691.05294785873,2019-11-17,2019-12-27
Delhi,139.7,43,Large,2020-09-14,5,Butter,Nestle,558.58,35.61,23,Cold,808,Mumbai,Wholesale,357,60,138,19891.0338,36.52653173248728,29513.437639849722,2020-09-10,2020-10-03
Delhi,839.94,57,Small,2020-11-17,7,Cheese,Amul,976.61,39.74,8,Frozen,56,Bangalore,Wholesale,495,59,74,38810.481400000004,40.44052942686085,2264.6696479042075,2020-11-15,2020-11-23
Chennai,922.48,21,Small,2023-02-07,8,Milk,Mother Dairy,728.95,31.79,29,Ambient,799,Mumbai,Retail,112,35,155,23173.3205,30.612454107396484,24459.350831809792,2023-02-04,2023-03-05
Delhi,667.3,32,Large,2023-08-16,6,Milk,LocalFarm,126.4,27.62,31,Frozen,729,Mumbai,Retail,73,44,126,3491.168,26.912536272561756,19619.23894269752,2023-08-13,2023-09-13
Kolkata,148.26,88,Medium,2020-02-04,5,Milk,Nestle,608.78,63.0,16,Cold,786,Mumbai,Wholesale,444,29,190,38353.14,59.94704717454262,47118.3790791905,2020-02-01,2020-02-17
Bangalore,431.93,106,Large,2021-05-17,8,Milk,Amul,66.27,55.84,31,Cold,522,Mumbai,Wholesale,52,49,58,3700.5168,56.294611566281915,29385.78723759916,2021-05-13,2021-06-13
Delhi,742.49,22,Small,2019-08-05,1,Curd,Nestle,579.89,76.13,8,Frozen,546,Chennai,Online,117,28,195,44147.0257,75.34657173099743,41139.228165124594,2019-08-01,2019-08-09
Chennai,790.83,96,Small,2021-03-19,1,Butter,LocalFarm,382.69,37.71,28,Ambient,616,Bangalore,Wholesale,185,59,77,14431.2399,37.421266468213894,23051.50014441976,2021-03-18,2021-04-15
Chennai,162.31,111,Large,2021-08-18,1,Curd,LocalFarm,661.13,51.47,21,Cold,111,Mumbai,Retail,62,76,111,34028.3611,49.42759289862151,5486.462811746987,2021-08-16,2021-09-06
Delhi,50.03,105,Medium,2023-01-16,3,Paneer,Nestle,564.5,71.23,30,Cold,119,Mumbai,Wholesale,140,65,88,40209.335,70.17799872214464,8351.181847935211,2023-01-15,2023-02-14
Bangalore,726.53,54,Medium,2021-09-27,10,Paneer,Nestle,298.28,96.69,22,Cold,705,Delhi,Online,300,26,91,28840.693199999998,100.74129374844709,71022.6120926552,2021-09-24,2021-10-16
Delhi,388.77,108,Small,2022-11-28,6,Cheese,Mother Dairy,204.23,41.4,26,Frozen,474,Chennai,Online,225,62,64,8455.122,39.59800834824325,18769.4559570673,2022-11-27,2022-12-23
Chennai,291.76,74,Large,2021-07-20,6,Milk,LocalFarm,434.48,36.84,10,Cold,746,Kolkata,Retail,224,67,88,16006.243200000003,38.58974573565375,28787.9503187977,2021-07-19,2021-07-29
Mumbai,62.25,56,Large,2019-08-28,5,Cheese,LocalFarm,987.49,50.44,23,Cold,896,Delhi,Wholesale,182,95,159,49808.995599999995,52.195360618199196,46767.04311390648,2019-08-24,2019-09-16
Kolkata,563.28,67,Small,2023-10-28,7,Paneer,Nestle,463.91,75.15,41,Cold,617,Kolkata,Online,160,76,118,34862.836500000005,72.91796902286666,44990.386887108725,2023-10-25,2023-12-05
Chennai,858.59,118,Large,2022-04-24,5,Milk,Amul,761.35,96.54,38,Frozen,413,Mumbai,Online,61,36,163,73500.729,98.52314301300167,40690.05806436969,2022-04-22,2022-05-30
Delhi,959.75,14,Small,2019-02-17,2,Butter,Nestle,104.12,58.29,15,Cold,613,Bangalore,Online,422,44,54,6069.1548,55.90562749820098,34270.1496563972,2019-02-16,2019-03-03
Kolkata,587.46,86,Medium,2022-11-10,4,Paneer,Nestle,409.92,83.12,28,Cold,853,Kolkata,Retail,396,26,82,34072.5504,80.291141527997,68488.34372338143,2022-11-08,2022-12-06
Delhi,538.74,14,Medium,2022-05-16,1,Cheese,LocalFarm,601.31,51.8,49,Frozen,524,Kolkata,Online,80,74,153,31147.857999999997,51.737638975166796,27110.5228229874,2022-05-12,2022-06-30
Delhi,130.8,69,Large,2022-03-26,7,Cheese,Mother Dairy,763.64,13.59,41,Frozen,136,Kolkata,Wholesale,328,38,107,10377.8676,13.454719795600589,1829.8418922016801,2022-03-23,2022-05-03
Mumbai,571.43,105,Medium,2022-06-02,4,Paneer,Nestle,551.96,90.48,27,Ambient,698,Bangalore,Retail,396,51,143,49941.340800000005,93.33037989674823,65144.60516793026,2022-05-31,2022-06-27
Kolkata,410.98,30,Medium,2022-03-13,4,Curd,Amul,539.53,36.09,44,Cold,773,Delhi,Wholesale,15,51,161,19471.6377,37.67527118031189,29122.98462238109,2022-03-11,2022-04-24
Kolkata,626.78,33,Small,2022-12-13,4,Butter,Amul,775.71,22.48,47,Frozen,809,Chennai,Wholesale,228,45,121,17437.9608,23.47544903348895,18991.63826809256,2022-12-11,2023-01-27
Mumbai,419.29,27,Small,2022-02-08,3,Paneer,Nestle,347.62,99.65,8,Ambient,510,Bangalore,Online,437,91,85,34640.333000000006,96.1323839949787,49027.51583743913,2022-02-06,2022-02-14
Chennai,278.28,30,Large,2021-05-24,8,Paneer,Amul,136.08,41.27,22,Cold,361,Delhi,Retail,413,41,31,5616.021600000001,42.03856328941937,15175.921347480393,2021-05-23,2021-06-14
Delhi,140.22,63,Small,2023-01-28,4,Cheese,Amul,379.79,22.29,34,Frozen,445,Mumbai,Retail,422,74,174,8465.5191,22.44778407430585,9989.263913066103,2023-01-27,2023-03-02
Bangalore,349.17,19,Large,2019-05-12,8,Milk,Nestle,201.05,38.04,19,Frozen,489,Delhi,Wholesale,96,76,77,7647.942,37.54635614026832,18360.16815259121,2019-05-09,2019-05-28
Delhi,141.81,33,Large,2020-09-16,9,Milk,Amul,967.65,56.25,41,Cold,153,Kolkata,Retail,359,27,184,54430.3125,59.033410380803545,9032.111788262942,2020-09-13,2020-10-24
Delhi,218.05,113,Small,2020-08-23,1,Milk,Amul,598.64,17.92,27,Cold,897,Delhi,Retail,319,65,121,10727.6288,17.84123288933824,16003.585901736402,2020-08-20,2020-09-16
Chennai,987.97,94,Medium,2020-11-03,4,Cheese,Nestle,474.27,41.74,16,Ambient,199,Delhi,Retail,325,24,131,19796.0298,42.430093029935364,8443.588512957138,2020-10-30,2020-11-15
Delhi,471.9,98,Medium,2019-11-30,6,Milk,LocalFarm,916.45,70.2,8,Cold,696,Mumbai,Retail,139,31,63,64334.79000000001,70.21994876510657,48873.08434051417,2019-11-29,2019-12-07
Mumbai,555.28,69,Medium,2022-01-03,8,Paneer,Mother Dairy,905.34,92.43,8,Cold,231,Mumbai,Online,129,46,125,83680.57620000001,88.75964109034553,20503.477091869816,2021-12-30,2022-01-07
Mumbai,879.94,66,Medium,2023-12-22,6,Curd,Mother Dairy,444.91,45.77,56,Cold,537,Delhi,Wholesale,416,30,198,20363.530700000003,44.12731578346014,23696.368575718094,2023-12-21,2024-02-15
Kolkata,995.79,32,Large,2022-12-06,6,Curd,LocalFarm,880.99,60.81,45,Frozen,604,Bangalore,Wholesale,142,55,124,53573.0019,62.33112116888709,37647.9971860078,2022-12-02,2023-01-16
Bangalore,603.58,31,Medium,2023-03-23,10,Curd,Nestle,110.82,67.25,45,Ambient,432,Mumbai,Retail,336,71,35,7452.6449999999995,69.27882395442559,29928.451948311857,2023-03-22,2023-05-06
Delhi,821.85,77,Large,2023-07-07,4,Milk,LocalFarm,891.43,16.37,18,Ambient,376,Kolkata,Retail,179,21,35,14592.7091,16.147070252888224,6071.298415085972,2023-07-05,2023-07-23
Delhi,360.59,43,Small,2019-02-05,9,Curd,Mother Dairy,345.05,40.8,12,Ambient,472,Bangalore,Wholesale,162,93,57,14078.039999999999,39.0331933367588,18423.667254950153,2019-02-04,2019-02-16
Chennai,340.46,79,Small,2021-02-16,7,Milk,Mother Dairy,586.87,71.58,27,Frozen,454,Delhi,Wholesale,350,90,165,42008.1546,74.85124484009964,33982.46515740523,2021-02-15,2021-03-14
Mumbai,432.57,37,Large,2023-07-07,6,Paneer,Mother Dairy,306.2,76.21,5,Cold,96,Kolkata,Online,477,31,158,23335.501999999997,76.18768873649718,7314.018118703729,2023-07-06,2023-07-11
Bangalore,688.88,104,Medium,2019-08-11,1,Paneer,Mother Dairy,985.56,42.04,15,Frozen,302,Kolkata,Retail,122,74,109,41432.9424,40.50195955818188,12231.591786570927,2019-08-08,2019-08-23
Kolkata,698.08,108,Large,2023-10-13,2,Cheese,Nestle,118.19,10.61,31,Ambient,746,Bangalore,Wholesale,37,99,47,1253.9959,10.290065856795556,7676.3891291694845,2023-10-10,2023-11-10
Mumbai,349.48,48,Medium,2020-06-13,6,Cheese,Mother Dairy,474.61,10.62,8,Cold,696,Delhi,Online,463,50,109,5040.3582,10.137172516749049,7055.472071657337,2020-06-09,2020-06-17
Kolkata,176.55,51,Medium,2019-08-29,1,Butter,Mother Dairy,639.94,58.43,33,Cold,705,Kolkata,Online,297,51,152,37391.694200000005,59.656187925276164,42057.6124873197,2019-08-26,2019-09-28
Chennai,650.78,32,Large,2019-05-14,5,Paneer,Nestle,634.83,59.63,21,Ambient,629,Mumbai,Retail,364,83,121,37854.9129,60.8470130681413,38272.77121986088,2019-05-13,2019-06-03
Chennai,171.91,79,Large,2023-10-22,1,Milk,LocalFarm,751.82,60.01,53,Cold,556,Mumbai,Online,231,78,40,45116.7182,60.62512892201076,33707.57168063798,2023-10-18,2023-12-10
Delhi,599.57,89,Medium,2020-01-26,3,Butter,Nestle,738.19,74.96,23,Frozen,440,Bangalore,Online,336,44,35,55334.7224,75.3070669195865,33135.109444618065,2020-01-25,2020-02-17
Bangalore,708.75,11,Large,2019-04-12,7,Paneer,Mother Dairy,803.49,92.91,49,Ambient,170,Mumbai,Online,251,88,171,74652.2559,91.8089318466048,15607.518413922817,2019-04-08,2019-05-27
Kolkata,715.58,33,Medium,2023-08-03,5,Milk,Amul,272.57,99.12,55,Frozen,751,Chennai,Online,6,87,141,27017.1384,103.58668014092349,77793.59678583354,2023-07-30,2023-09-23
Mumbai,765.8,26,Large,2020-11-11,10,Paneer,Nestle,401.98,73.1,53,Cold,522,Delhi,Online,55,63,51,29384.737999999998,75.2968101987978,39304.93492377245,2020-11-07,2020-12-30
Chennai,879.22,118,Small,2020-05-12,1,Paneer,Nestle,412.93,56.26,28,Ambient,685,Kolkata,Retail,388,62,188,23231.4418,58.55327986521564,40108.99670767272,2020-05-09,2020-06-06
Delhi,524.96,74,Medium,2020-05-25,1,Milk,LocalFarm,958.05,22.69,56,Cold,607,Kolkata,Retail,167,34,57,21738.1545,22.262654937850556,13513.431547275288,2020-05-23,2020-07-18
Delhi,743.74,79,Small,2020-12-03,8,Paneer,Mother Dairy,438.85,44.58,48,Ambient,762,Bangalore,Retail,316,32,176,19563.933,46.712188678641986,35594.687773125195,2020-11-30,2021-01-17
Kolkata,638.21,78,Large,2021-09-20,9,Paneer,Amul,260.78,61.52,56,Ambient,534,Bangalore,Retail,218,88,144,16043.185599999999,59.46123503637467,31752.299509424072,2021-09-18,2021-11-13
Chennai,227.31,118,Small,2023-04-10,7,Paneer,Nestle,650.73,99.98,50,Ambient,604,Kolkata,Wholesale,64,89,158,65059.985400000005,95.54361278284517,57708.34212083848,2023-04-08,2023-05-28
Bangalore,74.41,69,Large,2021-08-06,3,Cheese,Nestle,455.9,21.43,58,Ambient,642,Mumbai,Retail,193,64,170,9769.937,21.04391810176893,13510.195421335653,2021-08-05,2021-10-02
Chennai,320.31,59,Medium,2023-04-18,6,Curd,Nestle,287.58,81.38,45,Ambient,354,Bangalore,Retail,451,44,30,23403.2604,78.94907289387018,27947.971804430043,2023-04-14,2023-05-29
Kolkata,470.88,102,Large,2022-09-28,3,Paneer,Amul,729.38,99.9,48,Cold,603,Chennai,Retail,448,44,58,72865.062,100.0750600061988,60345.26118373787,2022-09-27,2022-11-14
Kolkata,636.25,21,Large,2021-04-20,10,Milk,Nestle,232.33,82.48,36,Ambient,431,Bangalore,Online,92,29,170,19162.578400000002,81.24444353045924,35016.35516162793,2021-04-19,2021-05-25
Chennai,857.46,112,Medium,2019-01-06,4,Paneer,Nestle,651.69,79.04,35,Frozen,274,Mumbai,Online,340,81,71,51509.57760000001,76.4454812650092,20946.061866612523,2019-01-02,2019-02-06
Kolkata,236.43,56,Large,2021-08-15,4,Cheese,Amul,459.0,33.28,53,Ambient,237,Delhi,Online,169,31,58,15275.52,34.42569168395544,8158.888929097439,2021-08-13,2021-10-05
Chennai,169.27,76,Medium,2019-07-13,3,Cheese,Nestle,353.21,10.3,20,Frozen,227,Chennai,Retail,418,86,123,3638.063,10.308209636803376,2339.9635875543663,2019-07-11,2019-07-31
Mumbai,965.31,74,Large,2021-01-11,10,Paneer,Amul,948.68,30.34,36,Cold,780,Bangalore,Wholesale,225,48,173,28782.9512,29.155313833026177,22741.14478976042,2021-01-08,2021-02-13
Chennai,152.64,36,Medium,2022-03-06,6,Butter,LocalFarm,358.19,81.08,48,Ambient,309,Delhi,Wholesale,230,62,89,29042.0452,77.63680096582237,23989.771498439113,2022-03-03,2022-04-20
Chennai,504.57,57,Small,2021-06-30,5,Curd,Amul,380.13,19.66,46,Ambient,871,Delhi,Retail,449,56,134,7473.3558,19.43033276688072,16923.819839953107,2021-06-27,2021-08-12
Kolkata,606.29,97,Large,2020-04-17,9,Milk,LocalFarm,877.11,36.65,38,Frozen,596,Kolkata,Wholesale,280,88,191,32146.0815,38.1452573622877,22734.57338792347,2020-04-14,2020-05-22
Kolkata,564.31,71,Large,2019-08-04,9,Milk,Amul,172.59,60.63,39,Ambient,304,Mumbai,Wholesale,5,30,69,10464.1317,60.678503391245506,18446.265030938634,2019-08-02,2019-09-10
Delhi,131.73,53,Large,2022-10-04,3,Milk,Mother Dairy,152.67,62.18,41,Cold,535,Kolkata,Retail,263,59,122,9493.0206,59.936143861209004,32065.836965746817,2022-09-30,2022-11-10
Delhi,104.18,28,Medium,2021-05-25,9,Milk,Nestle,318.57,58.87,20,Cold,727,Mumbai,Online,418,82,81,18754.2159,57.3784242089496,41714.114399906364,2021-05-24,2021-06-13
Mumbai,150.21,68,Large,2022-04-21,3,Cheese,LocalFarm,612.05,98.28,25,Ambient,650,Delhi,Wholesale,52,41,93,60152.274,93.85228831977857,61003.98740785607,2022-04-17,2022-05-12
Delhi,606.31,17,Medium,2022-04-06,4,Curd,Nestle,415.09,11.11,17,Frozen,721,Bangalore,Online,18,34,33,4611.649899999999,11.47867455608951,8276.124354940537,2022-04-05,2022-04-22
Chennai,567.13,64,Large,2023-12-23,1,Paneer,Nestle,628.13,53.88,22,Cold,697,Mumbai,Retail,264,28,140,33843.644400000005,56.28332964187119,39229.48076038422,2023-12-22,2024-01-13
Kolkata,272.05,117,Small,2019-02-07,5,Paneer,Amul,201.76,55.4,6,Ambient,251,Mumbai,Online,160,89,47,11177.503999999999,53.06108849835045,13318.333213085964,2019-02-05,2019-02-11
Delhi,655.89,56,Large,2023-08-26,9,Butter,Mother Dairy,298.38,36.4,37,Frozen,661,Delhi,Wholesale,263,83,115,10861.032,35.20965080289046,23273.579180710592,2023-08-25,2023-10-01
Delhi,829.06,11,Small,2020-04-15,2,Paneer,Amul,586.9,57.26,45,Frozen,623,Chennai,Online,293,25,39,33605.894,55.376540539031126,34499.58475581639,2020-04-12,2020-05-27
Mumbai,89.5,103,Medium,2020-03-27,4,Curd,Nestle,256.29,70.6,22,Cold,351,Delhi,Online,159,62,144,18094.074,72.74416580181656,25533.202196437614,2020-03-24,2020-04-15
Mumbai,523.22,103,Small,2023-02-22,10,Paneer,Amul,451.66,70.55,32,Ambient,656,Delhi,Online,22,39,43,31864.613,72.94356608724358,47850.97935323179,2023-02-21,2023-03-25
Chennai,704.84,48,Large,2022-03-11,2,Cheese,LocalFarm,594.02,17.91,41,Cold,831,Mumbai,Retail,161,62,147,10638.8982,17.765419176623947,14763.0633357745,2022-03-07,2022-04-17
Kolkata,289.7,54,Large,2021-10-09,8,Paneer,Mother Dairy,974.97,82.22,39,Frozen,226,Delhi,Retail,342,81,139,80162.0334,86.07883384870786,19453.816449807975,2021-10-08,2021-11-16
Mumbai,342.38,41,Medium,2023-11-19,9,Milk,Nestle,125.89,93.76,41,Cold,645,Kolkata,Retail,429,86,124,11803.4464,91.50485409308348,59020.63089003885,2023-11-16,2023-12-27
Delhi,632.96,74,Large,2019-04-13,3,Milk,Amul,487.39,21.13,16,Ambient,380,Delhi,Retail,415,71,128,10298.5507,21.18307901066076,8049.570024051089,2019-04-12,2019-04-28
Kolkata,903.04,47,Large,2023-10-01,9,Milk,LocalFarm,426.46,47.5,44,Cold,370,Bangalore,Online,384,93,75,20256.85,49.85737027747446,18447.22700266555,2023-09-30,2023-11-13
Kolkata,819.43,86,Medium,2023-10-02,6,Milk,Mother Dairy,833.03,56.06,12,Frozen,392,Delhi,Wholesale,6,45,90,46699.6618,57.89374410864474,22694.347690588736,2023-10-01,2023-10-13
Delhi,603.97,20,Medium,2019-02-11,6,Cheese,Amul,905.28,22.13,58,Cold,120,Delhi,Online,362,50,159,20033.8464,22.101639658272582,2652.19675899271,2019-02-09,2019-04-08
Mumbai,743.71,19,Small,2021-08-04,7,Cheese,Amul,911.66,55.3,29,Frozen,563,Bangalore,Online,367,74,192,50414.797999999995,53.135146579497565,29915.08752425713,2021-08-03,2021-09-01
Delhi,396.58,68,Medium,2022-03-16,5,Cheese,Nestle,406.38,28.62,11,Frozen,489,Chennai,Online,23,87,63,11630.5956,29.777255504201626,14561.077941554595,2022-03-12,2022-03-23
Kolkata,658.92,99,Large,2019-03-07,6,Paneer,LocalFarm,339.42,94.18,6,Frozen,150,Chennai,Wholesale,129,76,122,31966.575600000004,94.5767409172161,14186.511137582414,2019-03-03,2019-03-09
Bangalore,492.87,64,Medium,2021-07-31,1,Milk,Mother Dairy,476.68,50.36,37,Cold,548,Chennai,Wholesale,254,43,99,24005.6048,49.39483780327534,27068.371116194885,2021-07-28,2021-09-03
Bangalore,230.44,29,Large,2019-07-12,3,Butter,Amul,376.79,99.54,37,Ambient,496,Kolkata,Wholesale,255,84,94,37505.676600000006,99.05443159803978,49130.998072627735,2019-07-08,2019-08-14
Chennai,716.65,90,Small,2022-08-14,9,Butter,Mother Dairy,732.91,14.19,44,Frozen,267,Bangalore,Online,249,45,192,10399.9929,13.921707148085414,3717.0958085388056,2022-08-12,2022-09-25
Delhi,578.64,26,Medium,2021-11-27,5,Milk,LocalFarm,252.89,21.48,53,Cold,394,Kolkata,Retail,401,68,76,5432.0772,21.589667194173483,8506.328874504352,2021-11-23,2022-01-15
Delhi,390.69,77,Large,2020-05-16,5,Curd,Nestle,675.75,49.89,27,Frozen,415,Kolkata,Retail,338,57,40,33713.1675,48.75717669283564,20234.22832752679,2020-05-12,2020-06-08
Chennai,915.77,14,Medium,2023-08-04,8,Paneer,Nestle,930.64,88.69,9,Cold,595,Kolkata,Online,105,55,144,82538.4616,88.21092820275149,52485.502280637134,2023-08-01,2023-08-10
Chennai,69.89,69,Medium,2023-06-30,2,Butter,Nestle,315.92,59.97,18,Frozen,97,Bangalore,Retail,355,73,161,18945.722400000002,59.52778279751853,5774.194931359298,2023-06-27,2023-07-15
Chennai,349.98,32,Medium,2022-12-22,7,Cheese,Mother Dairy,693.05,75.91,12,Cold,731,Mumbai,Retail,311,28,115,52609.4255,76.79108132398768,56134.28044783499,2022-12-21,2023-01-02
Kolkata,104.04,55,Medium,2020-10-25,9,Curd,Mother Dairy,186.38,48.12,24,Frozen,60,Mumbai,Online,347,61,62,8968.605599999999,45.78216688358236,2746.930013014942,2020-10-21,2020-11-14
Delhi,778.2,61,Small,2019-12-18,7,Cheese,Amul,165.31,13.65,22,Frozen,277,Chennai,Online,482,43,191,2256.4815,13.784795387108744,3818.388322229122,2019-12-15,2020-01-06
Kolkata,717.0,19,Large,2019-11-22,5,Curd,LocalFarm,159.86,68.3,27,Frozen,200,Kolkata,Retail,31,59,124,10918.438,68.93596709120746,13787.193418241492,2019-11-21,2019-12-18
Chennai,364.78,55,Medium,2021-11-27,6,Curd,LocalFarm,181.6,67.06,33,Ambient,309,Chennai,Online,76,27,103,12178.096,66.33768521559071,20498.34473161753,2021-11-25,2021-12-28
Delhi,691.88,37,Large,2022-01-25,4,Paneer,LocalFarm,255.36,16.43,11,Cold,144,Kolkata,Retail,325,73,192,4195.5648,16.014155698626524,2306.0384206022195,2022-01-24,2022-02-04
Kolkata,426.14,106,Small,2019-04-18,7,Cheese,Mother Dairy,584.69,25.38,28,Ambient,875,Chennai,Wholesale,92,30,57,14839.432200000001,26.2410198692082,22960.892385557174,2019-04-17,2019-05-15
Kolkata,768.44,52,Large,2020-09-22,1,Cheese,Nestle,778.64,52.85,50,Cold,643,Delhi,Wholesale,9,96,52,41151.124,52.02968038348827,33455.08448658296,2020-09-21,2020-11-10
Chennai,481.47,35,Large,2019-05-31,4,Butter,LocalFarm,170.51,50.2,29,Frozen,487,Bangalore,Online,378,75,78,8559.602,49.25488170882948,23987.127392199956,2019-05-30,2019-06-28
Delhi,441.67,64,Small,2022-01-02,3,Milk,Amul,876.51,77.72,18,Cold,254,Kolkata,Retail,423,48,105,68122.3572,77.43373364975777,19668.168347038474,2021-12-29,2022-01-16
